status,stop_id,city,direction,name,cross,routes,owl_routes,street,position,x,y,latitude,longitude
In Service,6306,CHICAGO,EB,26th Street & Keeler,KEELER,60,N60,26TH STREET,NS,350147.2361797689,574965.231642335,41.844118,-87.729519
In Service,6307,CHICAGO,EB,26th Street & Karlov,KARLOV (west leg),60,N60,26TH STREET,NS,350349.0244831854,574970.3186209482,41.844151,-87.727089
In Service,6308,CHICAGO,EB,26th Street & Pulaski,PULASKI,60,N60,26TH STREET,NS,350547.1544087994,574975.9407541006,41.844189,-87.724703
In Service,6309,CHICAGO,EB,26th Street & Springfield,SPRINGFIELD,60,N60,26TH STREET,NS,350753.8423112783,574981.0739165677,41.844222,-87.722214
In Service,6310,CHICAGO,EB,26th Street & Hamlin,HAMLIN,60,N60,26TH STREET,NS,350956.4605159944,574986.1839967617,41.844255,-87.719774
In Service,6311,CHICAGO,EB,26th Street & Lawndale,LAWNDALE,60,N60,26TH STREET,NS,351159.1607770193,574991.4114989967,41.844289,-87.717333
In Service,6312,CHICAGO,EB,26th Street & Central Park,CENTRAL PARK,60,N60,26TH STREET,NS,351361.4463792341,574996.5307057054,41.844322,-87.714897
In Service,6313,CHICAGO,EB,26th Street & St. Louis,ST. LOUIS,60,N60,26TH STREET,NS,351563.8148347045,575001.6562521181,41.844355,-87.71246
In Service,6314,CHICAGO,EB,26th Street & Homan,HOMAN,60,N60,26TH STREET,NS,351766.59754039126,575006.9016245625,41.844389,-87.710018
In Service,6315,CHICAGO,EB,26th Street & Spaulding,SPAULDING,60,N60,26TH STREET,NS,351968.9655973563,575012.0386708325,41.844422,-87.707581
In Service,6317,CHICAGO,EB,26th Street & Albany,ALBANY,60,N60,26TH STREET,NT,352376.4360815836,575023.1275981078,41.844495,-87.702674
In Service,6318,CHICAGO,EB,26th Street & Sacramento,SACRAMENTO,60,N60,26TH STREET,NS,352575.6410495721,575029.1472367487,41.844536,-87.700275
In Service,6319,CHICAGO,EB,26th Street & California Avenue,CALIFORNIA AVENUE,60,N60,26TH STREET,NS,352984.8385689887,575042.3940910273,41.844628,-87.695347
In Service,6320,CHICAGO,EB,26th Street & California Boulevard,CALIFORNIA BOULEVARD,60,N60,26TH STREET,FS,353066.7156198878,575044.4467590908,41.844641,-87.694361
In Service,6321,CHICAGO,EB,26th Street & Washtenaw,WASHTENAW (west leg),60,N60,26TH STREET,NT,353190.03316737944,575047.0314330355,41.844656,-87.692876
In Service,6322,CHICAGO,EB,2623 W 26th Street,2623 WEST,60,N60,26TH STREET,MB,353341.3262038994,575051.4935195956,41.844686,-87.691054
In Service,6323,CHICAGO,NEB,Blue Island & Western,WESTERN,60,N60,BLUE ISLAND,FS,353845.33926840447,575079.9391992771,41.844908,-87.684983
In Service,6325,CHICAGO,NEB,Blue Island & Leavitt,LEAVITT,60,N60,BLUE ISLAND,NS,354196.7783579054,575261.3202251287,41.846517,-87.680735
In Service,6328,CHICAGO,NEB,Blue Island & Wolcott,WOLCOTT,60,N60,BLUE ISLAND,NS,354795.9934573354,575576.3532906165,41.849312,-87.673491
In Service,6330,CHICAGO,NEB,Blue Island & Paulina,PAULINA,60,N60,BLUE ISLAND,NS,355200.71633434214,575787.962529315,41.851189,-87.668598
In Service,6331,CHICAGO,NEB,Blue Island & Ashland/Cermak,ASHLAND/CERMAK,60,N60,BLUE ISLAND,NS,355391.8578043075,575888.4127057007,41.85208,-87.666287
In Service,6337,CHICAGO,NEB,Blue Island & 16th Street,16TH STREET,60,N60,BLUE ISLAND,NS,355949.89035510784,576729.056128207,41.859609,-87.659488
In Service,6339,CHICAGO,NEB,Blue Island & 15th Street,15TH STREET,60,N60,BLUE ISLAND,NS,356081.2207475887,576944.3527835468,41.861538,-87.657886
In Service,6340,CHICAGO,NEB,Blue Island & 14th Place,14TH PLACE,60,N60,BLUE ISLAND,NS,356145.8119612274,577040.3862398418,41.862398,-87.657099
In Service,6341,CHICAGO,NB,Racine & 14th Street,14TH STREET,60,N60,RACINE,FS,356193.3575845877,577181.3826279733,41.863664,-87.656513
In Service,6342,CHICAGO,NB,Racine & 13th Street,13TH STREET,60,N60,RACINE,NS,356188.3351756253,577344.5131481066,41.865133,-87.656558
In Service,6344,CHICAGO,NB,Racine & Taylor,TAYLOR,60,N60,RACINE,NS,356176.2123595694,577808.0475236012,41.869307,-87.65666
In Service,6346,CHICAGO,NB,Racine & Harrison,HARRISON,60,N60,RACINE,NS,356167.48836292373,578346.0298237664,41.874151,-87.656714
In Service,6347,CHICAGO,EB,Harrison & Halsted,HALSTED,"7,60",N60,HARRISON,NS,356933.83431666705,578365.552341076,41.874272,-87.647481
In Service,6348,CHICAGO,EB,Harrison & Desplaines,DESPLAINES,"7,60",N60,HARRISON,NS,357220.1256916991,578370.0672535184,41.874292,-87.644032
In Service,6349,CHICAGO,EB,Harrison & Jefferson,JEFFERSON,"7,36,60,125,156",N60,HARRISON,NS,357338.3154268538,578373.4610653594,41.874314,-87.642608
In Service,6350,CHICAGO,EB,Harrison & Clinton,CLINTON,"7,36,60,125,156",N60,HARRISON,NS,357461.0806069647,578375.6718990147,41.874325,-87.641129
In Service,6351,CHICAGO,NB,Canal & Van Buren,VAN BUREN,"60,125,157",N60,CANAL,FS,357599.05221588805,578673.9149054429,41.877,-87.639438
In Service,6352,CHICAGO,NB,Canal & Jackson,JACKSON,"7,128,156",N60,CANAL,NS,357596.65163246973,578775.7524555919,41.877917,-87.639457
In Service,6353,CHICAGO,EB,Randolph & Columbus,COLUMBUS,60,,RANDOLPH,NT,359138.21176972665,579495.0528745567,41.884279,-87.620815
In Service,6355,CHICAGO,NB,Harbor Drive & Randolph,RANDOLPH,60,,HARBOR DRIVE,MB,359614.2392596429,579575.2200307616,41.884965,-87.615072
In Service,6357,CHICAGO,WB,Randolph & Field Blvd,FIELD BLVD,60,,RANDOLPH,NS,359447.3348070837,579533.392987276,41.884601,-87.617087
In Service,6359,CHICAGO,WB,Randolph & Columbus,COLUMBUS,60,,RANDOLPH,NS,359179.5424996445,579525.7201487683,41.884552,-87.620314
In Service,6360,CHICAGO,WB,Randolph & Stetson,STETSON,"20,60",,RANDOLPH,NS,359027.741043104,579524.0161713617,41.884548,-87.622143
In Service,6361,CHICAGO,SB,Clinton & Jackson,JACKSON,"7,60,126,157,192",N60,CLINTON,NS,357455.83711640927,578799.385416126,41.87814,-87.641151
In Service,6362,CHICAGO,SB,Clinton & Van Buren,VAN BUREN,"7,60,125,126,157",N60,CLINTON,NS,357460.29597739526,578658.2434614972,41.876869,-87.641111
In Service,6363,CHICAGO,SB,Clinton Blue Line Station,BLUE LINE (FOREST PARK),"7,11,60,157",N60,CLINTON,MB,357464.0168049076,578515.9848234975,41.875588,-87.64108
In Service,6364,CHICAGO,SB,Clinton & Harrison,HARRISON,"7,157,60",N60,CLINTON,NS,357467.9637451636,578397.165117578,41.874518,-87.641044
In Service,6365,CHICAGO,WB,Harrison & Jefferson,JEFFERSON,"7,36,60",N60,HARRISON,NS,357368.2638919343,578386.3648176969,41.874428,-87.642246
In Service,6366,CHICAGO,SB,Racine & Harrison,HARRISON,60,N60,RACINE,FS,356153.22802868014,578322.5915019498,41.873941,-87.656888
In Service,6370,CHICAGO,SB,Racine & 13th Street,13TH STREET,60,N60,RACINE,NS,356176.1513699963,577362.855666554,41.865299,-87.656703
In Service,6371,CHICAGO,SB,Racine & 14th Street,14TH STREET,60,N60,RACINE,NS,356181.52441107604,577165.7387613185,41.863524,-87.656657
In Service,6372,CHICAGO,SWB,Blue Island & 14th Place,14TH PLACE,60,N60,BLUE ISLAND,MT,356125.0628832047,577049.7753358133,41.862484,-87.657348
In Service,6373,CHICAGO,SWB,Blue Island & 15th Street,15TH STREET,60,N60,BLUE ISLAND,NS,356064.8475366144,576956.8866003357,41.861652,-87.658082
In Service,6375,CHICAGO,SWB,Blue Island & 16th Street,16TH STREET,60,N60,BLUE ISLAND,FS,355920.228791771,576720.7148833129,41.859536,-87.659846
In Service,6381,CHICAGO,SWB,Blue Island & Ashland/Cermak,ASHLAND/CERMAK,60,N60,BLUE ISLAND,FS,355368.70257311134,575897.2299598538,41.852161,-87.666565
In Service,6382,CHICAGO,SWB,Blue Island & Paulina,PAULINA,60,N60,BLUE ISLAND,NS,355227.5906592009,575824.381104758,41.851515,-87.668271
In Service,6384,CHICAGO,SWB,Blue Island & Wolcott,WOLCOTT,60,N60,BLUE ISLAND,NS,354819.64985836705,575610.4129673024,41.849617,-87.673203
In Service,6385,CHICAGO,SWB,Blue Island & Damen,DAMEN,60,N60,BLUE ISLAND,NS,354623.53670577775,575506.4970338279,41.848695,-87.675574
In Service,6386,CHICAGO,SWB,Blue Island & Hoyne,HOYNE,60,N60,BLUE ISLAND,NS,354419.3827274749,575399.8594510609,41.847749,-87.678042
In Service,6388,CHICAGO,SWB,Blue Island & Oakley,OAKLEY,60,N60,BLUE ISLAND,NS,354013.4297320427,575191.2851523259,41.845899,-87.682949
In Service,6389,CHICAGO,SWB,Blue Island & Western,WESTERN,60,N60,BLUE ISLAND,NS,353833.35411634634,575094.288430329,41.845038,-87.685126
In Service,6390,CHICAGO,WB,2500 W 26th Street,2500 WEST,60,N60,26TH STREET,MB,353621.4005983933,575071.9208816834,41.844851,-87.68768
In Service,6391,CHICAGO,WB,26th Street & Rockwell,ROCKWELL,60,N60,26TH STREET,NS,353416.37455226685,575067.0502282851,41.844821,-87.690149
In Service,6392,CHICAGO,WB,26th Street & Washtenaw,WASHTENAW (west leg),60,N60,26TH STREET,NS,353205.4467836503,575062.8078921498,41.844797,-87.692689
In Service,6393,CHICAGO,WB,26th Street & California Boulevard,CALIFORNIA BOULEVARD,60,N60,26TH STREET,NS,353057.72759320337,575058.0420458037,41.844764,-87.694468
In Service,6394,CHICAGO,WB,26th Street & California Avenue,CALIFORNIA AVENUE,60,N60,26TH STREET,FS,352975.3598199611,575054.9861640288,41.844742,-87.69546
In Service,6395,CHICAGO,WB,26th Street & Francisco,FRANCISCO,60,N60,26TH STREET,NS,352806.7026495886,575051.2918574527,41.84472,-87.697491
In Service,6396,CHICAGO,WB,26th Street & Sacramento,SACRAMENTO,60,N60,26TH STREET,NS,352594.2868186658,575046.0569202518,41.844687,-87.700049
In Service,6397,CHICAGO,WB,26th Street & Albany,ALBANY,60,N60,26TH STREET,NS,352401.6653488937,575037.0861130102,41.844619,-87.702369
In Service,6399,CHICAGO,WB,26th Street & Spaulding,SPAULDING,60,N60,26TH STREET,NS,351989.2029279929,575027.2922325118,41.844558,-87.707336
In Service,6400,CHICAGO,WB,26th Street & Homan,HOMAN,60,N60,26TH STREET,NS,351792.9157468054,575019.7551282519,41.844503,-87.7097
In Service,6401,CHICAGO,WB,26th Street & St. Louis,ST. LOUIS,60,N60,26TH STREET,NS,351585.65671024023,575013.3658852066,41.844459,-87.712196
In Service,6402,CHICAGO,WB,26th Street & Central Park,CENTRAL PARK,60,N60,26TH STREET,NS,351381.68422537536,575011.8935994675,41.844459,-87.714652
In Service,6404,CHICAGO,WB,26th Street & Hamlin,HAMLIN,60,N60,26TH STREET,NS,350972.5625821908,574999.2946923798,41.844372,-87.719579
In Service,6405,CHICAGO,WB,26th Street & Springfield,SPRINGFIELD,60,N60,26TH STREET,NS,350770.4414780436,574994.4098346032,41.844341,-87.722013
In Service,6407,CHICAGO,WB,26th Street & Karlov,KARLOV (west leg),60,N60,26TH STREET,NT,350367.35280005506,574985.887268949,41.84429,-87.726867
In Service,6408,CHICAGO,WB,26th Street & Keeler,KEELER,60,N60,26TH STREET,NS,350169.15253728407,574978.4924538537,41.844236,-87.729254
In Service,6409,CHICAGO,WB,26th Street & Kildare,KILDARE (east leg),60,N60,26TH STREET,FS,349993.92204933474,574976.2624259078,41.844227,-87.731364
In Service,6411,CHICAGO,WB,4537 W 26th Street,4537 WEST,60,N60,26TH STREET,MB,349493.7079038811,574960.5558185739,41.844117,-87.737388
In Service,6412,CICERO,WB,4630 W 26th Street,500' WEST OF RR CROSSING,60,N60,26TH STREET,NS,349224.08702287206,574952.0256193511,41.844057,-87.740635
In Service,6413,CHICAGO,NB,Vincennes & 103rd Street,103RD STREET,112,,VINCENNES,NS,356376.64126514614,559744.7461919172,41.706669,-87.65596
In Service,6414,CHICAGO,NB,Vincennes & Winston (10200 South),WINSTON (101ST PLACE),112,,VINCENNES,NT,356431.00836345344,559954.2127330521,41.708551,-87.655287
In Service,6415,CHICAGO,NB,Vincennes & 100th Place,100TH PLACE,112,,VINCENNES,NT,356514.62764019985,560263.875887014,41.711333,-87.654253
In Service,6416,CHICAGO,NB,Vincennes & 99th Street,99TH STREET,112,,VINCENNES,NS,356595.3566401617,560559.1890768426,41.713986,-87.653255
In Service,6417,CHICAGO,NB,Vincennes & 98th Street,98TH STREET,112,,VINCENNES,NT,356646.8315646033,560753.8622163315,41.715735,-87.652618
In Service,6418,CHICAGO,NB,Vincennes & 97th Street,97TH STREET (south leg),112,,VINCENNES,NS,356698.0049822178,560944.2016067392,41.717445,-87.651985
In Service,6419,CHICAGO,NB,Vincennes & 96th Street,96TH STREET,112,,VINCENNES,NT,356748.0053007396,561135.1986137929,41.719161,-87.651366
In Service,6420,CHICAGO,NB,Vincennes & 95th Street,95TH STREET,112,,VINCENNES,NS,356810.1316568152,561360.2805665174,41.721183,-87.650598
In Service,6429,CHICAGO,NB,Vincennes & Halsted,HALSTED,24,,VINCENNES,NS,357356.63164299534,563133.7000164046,41.73711,-87.64386
In Service,6430,CHICAGO,NB,Vincennes & Gilbert Court,GILBERT COURT,24,,VINCENNES,NT,357578.25484663644,563300.200999643,41.738593,-87.64118
In Service,6432,CHICAGO,NB,Vincennes & Kerfoot,KERFOOT,24,,VINCENNES,NT,357729.20112473454,563461.0293849172,41.74003,-87.63935
In Service,6433,CHICAGO,NB,Vincennes & Parnell,PARNELL,24,,VINCENNES,NS,357813.93833594956,563599.2224162843,41.741268,-87.638318
In Service,6434,CHICAGO,NB,Vincennes & 83rd Street,83RD STREET,24,,VINCENNES,FS,358018.46282066894,563932.4323319737,41.744253,-87.635827
In Service,6435,CHICAGO,NB,Vincennes & 82nd Street,82ND STREET,"24,79",,VINCENNES,MT,358044.3332895377,564065.819577744,41.745452,-87.635503
In Service,6436,CHICAGO,NB,Vincennes & 81st Street,81ST STREET,"24,79",,VINCENNES,NS,358076.88859139854,564236.3598734016,41.746985,-87.635095
In Service,6437,CHICAGO,NB,Vincennes & 80th Street,80TH STREET,"24,79",,VINCENNES,NS,358115.7740343694,564436.3863783847,41.748783,-87.634608
In Service,6438,CHICAGO,NB,Vincennes & 79th Street,79TH STREET,24,,VINCENNES,NS,358153.4548411198,564641.0685146017,41.750623,-87.634135
In Service,6439,CHICAGO,NB,Vincennes & 78th Street,78TH STREET,24,,VINCENNES,NT,358192.9179120183,564851.319149504,41.752513,-87.63364
In Service,6440,CHICAGO,NB,Vincennes & 77th Street,77TH STREET,24,,VINCENNES,NS,358237.6306956519,565049.8389924401,41.754297,-87.633083
In Service,6441,CHICAGO,NB,Vincennes & 76th Street,76TH STREET,24,,VINCENNES,NS,358309.6351747108,565256.8010781453,41.756155,-87.632197
In Service,6443,CHICAGO,NB,Vincennes & 74th Street,74TH STREET,24,,VINCENNES,NT,358450.6159826684,565663.1500673164,41.759803,-87.630462
In Service,6444,CHICAGO,NB,Wentworth & Vincennes,VINCENNES,24,,WENTWORTH,FS,358519.20429573377,565960.8344673469,41.762478,-87.629608
In Service,6445,CHICAGO,NB,Wentworth & 72nd Street,72ND STREET,24,,WENTWORTH,NS,358514.1296981954,566072.8669234414,41.763487,-87.629658
In Service,6446,CHICAGO,NB,Wentworth & 71st Street,71ST STREET,24,,WENTWORTH,NS,358509.82603779115,566273.6541020249,41.765295,-87.62969
In Service,6447,CHICAGO,NB,Wentworth & 70th Street,70TH STREET,24,,WENTWORTH,NS,358503.82583564013,566478.5372168435,41.76714,-87.629742
In Service,6448,CHICAGO,NB,Wentworth & 69th Street,69TH STREET,24,,WENTWORTH,NS,358499.62008908635,566677.5481319427,41.768932,-87.629773
In Service,6449,CHICAGO,NB,6800 S Wentworth,6800 SOUTH,24,,WENTWORTH,MB,358492.20945094054,566882.0866153173,41.770774,-87.629842
In Service,6450,CHICAGO,NB,Wentworth & Marquette Rd,MARQUETTE RD,24,,WENTWORTH,NS,358488.3201871183,567083.0995842805,41.772584,-87.629869
In Service,6451,CHICAGO,NB,Wentworth & 66th Street,66TH STREET,24,,WENTWORTH,NS,358480.91724976106,567286.7496647404,41.774418,-87.629938
In Service,6452,CHICAGO,NB,Wentworth & 65th Street,65TH STREET/ROSS,24,,WENTWORTH,NT,358472.31525645347,567515.0485552853,41.776474,-87.630019
In Service,6454,CHICAGO,NB,Wentworth & 63rd Street,63RD STREET,24,,WENTWORTH,NS,358462.8748791398,567876.4080480613,41.779728,-87.630097
In Service,6455,CHICAGO,NB,Wentworth & 62nd Street,62ND STREET,24,,WENTWORTH,NS,358455.60052090144,568074.6167775848,41.781513,-87.630165
In Service,6456,CHICAGO,NB,Wentworth & 61st Street,61ST STREET,24,,WENTWORTH,NS,358453.26779915625,568237.8774553043,41.782983,-87.630177
In Service,6457,CHICAGO,NB,Wentworth & 60th Street,60TH STREET,24,,WENTWORTH,NS,358447.17772329005,568494.6323561158,41.785295,-87.630225
In Service,6458,CHICAGO,NB,Wentworth & 59th Street,59TH STREET,24,,WENTWORTH,NS,358442.37955727475,568695.0830205528,41.7871,-87.630263
In Service,6459,CHICAGO,NB,Wentworth & 57th Place,57TH PLACE,"24,59",,WENTWORTH,NS,358440.5559087521,568999.4130076132,41.78984,-87.630255
In Service,6461,CHICAGO,NB,5556 S Wentworth,5556 SOUTH,"24,59",,WENTWORTH,MB,358424.2304542766,569288.0740738016,41.79244,-87.630423
In Service,6463,CHICAGO,NB,Wentworth & Garfield,GARFIELD (north leg),24,,WENTWORTH,FS,358420.91182526876,569551.6276225152,41.794813,-87.630437
In Service,6464,CHICAGO,NB,5400 S Wentworth,5400 SOUTH driveway,24,,WENTWORTH,NS,358413.54226671887,569710.8487926528,41.796247,-87.63051
In Service,6467,CHICAGO,NB,Wentworth & 51st Street,51ST STREET,24,,WENTWORTH,NS,358403.96265718166,570313.2411499412,41.801671,-87.630566
In Service,6468,CHICAGO,NB,5000 S Wentworth,5000 SOUTH,"15,24,51",,WENTWORTH,MB,358389.08057459304,570547.7099859033,41.803783,-87.630722
In Service,6469,CHICAGO,NB,4949 S Wentworth,4949 SOUTH,"15,24,51",,WENTWORTH,MB,358385.2087821411,570706.1824757095,41.80521,-87.630753
In Service,6470,CHICAGO,NB,4901 S Wentworth,4901 SOUTH,"15,24,51",,WENTWORTH,MB,358381.8414349753,570813.1202739223,41.806173,-87.630783
In Service,6471,CHICAGO,NB,4800 S Wentworth,4800 SOUTH,"15,24,51",,WENTWORTH,MB,358378.90561064216,570948.6079265138,41.807393,-87.630805
In Service,6472,CHICAGO,NB,Wentworth & 47th Street,47TH STREET,24,,WENTWORTH,NS,358375.15439504496,571122.8541737944,41.808962,-87.630833
In Service,6473,CHICAGO,NB,LaSalle & 46th Place,46TH PLACE,"24,43",,LASALLE,NS,358450.9070692899,571310.0801313834,41.810642,-87.629903
In Service,6476,CHICAGO,NB,LaSalle & 43rd Street,43RD STREET,"24,43",,LASALLE,NS,358490.08034938993,571934.9772165236,41.816265,-87.62937
In Service,6477,CHICAGO,NB,LaSalle & Root,ROOT,24,,LASALLE,NS,358482.36195862386,572238.1497385635,41.818995,-87.629433
In Service,6478,CHICAGO,NB,LaSalle & Pershing,PERSHING,"24,39",,LASALLE,FS,358466.63604648947,572788.6218707222,41.823952,-87.629568
In Service,6480,CHICAGO,NB,LaSalle & 35th Street,35TH STREET,24,,LASALLE,FS,358443.5227227062,573592.0641882449,41.831187,-87.629767
In Service,6481,CHICAGO,NB,LaSalle & 33rd Street,33RD STREET,24,,LASALLE,NS,358433.25661528367,573952.97597957,41.834437,-87.629855
In Service,6482,CHICAGO,NB,LaSalle & 31st Street,31ST STREET,24,,LASALLE,FS,358419.1675082758,574405.494162532,41.838512,-87.62998
In Service,6485,CHICAGO,NB,Wentworth & 26th Street,26TH STREET,24,,WENTWORTH,NS,358266.39687361673,575159.8933330264,41.845315,-87.631745
In Service,6486,CHICAGO,NB,Wentworth & 24th Street,24TH STREET,24,,WENTWORTH,NS,358255.17022750684,575568.3387201515,41.848993,-87.63184
In Service,6487,CHICAGO,NB,Wentworth & 23rd Street,23RD STREET,24,,WENTWORTH,NS,358249.897755679,575786.7820175765,41.85096,-87.631882
In Service,6488,CHICAGO,NB,Wentworth & Cermak,CERMAK,24,,WENTWORTH,NS,358245.33143164613,575979.7947555003,41.852698,-87.631918
In Service,6489,CHICAGO,NB,Clark & Cermak,CERMAK,24,,CLARK,FS,358404.1109861588,576030.9666546258,41.853147,-87.630001
In Service,6491,CHICAGO,SB,Clark & Cermak,CERMAK,24,,CLARK,NS,358390.40827010124,576020.8575869249,41.853057,-87.630167
In Service,6492,CHICAGO,SB,Wentworth & Cermak,CERMAK,24,,WENTWORTH,FS,358231.2653952713,575973.4596159521,41.852642,-87.632088
In Service,6493,CHICAGO,SB,Wentworth & 23rd Street,23RD STREET,24,,WENTWORTH,NS,358238.15661400906,575800.7927641075,41.851087,-87.632022
In Service,6494,CHICAGO,SB,Wentworth & 24th Street,24TH STREET,24,,WENTWORTH,NS,358241.1920522638,575601.9916274202,41.849297,-87.632005
In Service,6495,CHICAGO,SB,Wentworth & 26th Street,26TH STREET,24,,WENTWORTH,NS,358243.4609848414,575222.4638528514,41.84588,-87.632015
In Service,6496,CHICAGO,SB,Wentworth & 27th Street,27TH STREET,24,,WENTWORTH,NS,358251.1100710305,575028.2546805553,41.844131,-87.631942
In Service,6497,CHICAGO,SB,Wentworth & 28th Place,28TH PLACE,24,,WENTWORTH,NS,358261.61205456074,574881.3871585063,41.842808,-87.63183
In Service,6498,CHICAGO,SB,Wentworth & 29th Street,29TH STREET,24,,WENTWORTH,NS,358265.6079123566,574717.5830152637,41.841333,-87.631798
In Service,6499,CHICAGO,SB,3000 S Wentworth,3000 SOUTH,24,,WENTWORTH,MB,358271.1683236033,574555.4578296035,41.839873,-87.631747
In Service,6500,CHICAGO,SB,Wentworth & 31st Street,31ST STREET,24,,WENTWORTH,FS,358274.2196171855,574334.4420632144,41.837883,-87.631732
In Service,6501,CHICAGO,SB,3200 S Wentworth,3200 SOUTH,24,,WENTWORTH,MB,358280.06263498863,574178.4284450512,41.836478,-87.631677
In Service,6502,CHICAGO,SB,Wentworth & 33rd Street,33RD STREET,24,,WENTWORTH,NS,358285.1263189617,573985.642459413,41.834742,-87.631635
In Service,6504,CHICAGO,SB,Wentworth & 35th Street,35TH STREET,24,,WENTWORTH,NS,358292.7565129607,573580.389884379,41.831093,-87.631583
In Service,6505,CHICAGO,SB,3600 S Wentworth,3600 SOUTH,"24,39,39",,WENTWORTH,MB,358303.8657747813,573318.7866328971,41.828737,-87.631475
In Service,6506,CHICAGO,SB,Wentworth & 37th Street,37TH STREET,"24,39",,WENTWORTH,NS,358306.0422651773,573174.4062372217,41.827437,-87.631463
In Service,6507,CHICAGO,SB,3800 S Wentworth,3800 SOUTH,"24,39",,WENTWORTH,MB,358310.84330383665,572973.176670728,41.825625,-87.631425
In Service,6508,CHICAGO,SB,Wentworth & Pershing,PERSHING,24,,WENTWORTH,NS,358314.62847567163,572774.2714516408,41.823834,-87.631399
In Service,6509,CHICAGO,SB,4004 S Wentworth,4004 SOUTH,24,,WENTWORTH,MB,358318.2661856166,572491.7253139503,41.82129,-87.631383
In Service,6510,CHICAGO,SB,Wentworth & Root,ROOT,24,,WENTWORTH,NS,358326.10065366956,572275.192344121,41.81934,-87.63131
In Service,6511,CHICAGO,SB,4200 S Wentworth,4200 SOUTH,24,,WENTWORTH,MB,358332.0070990946,572131.9534100468,41.81805,-87.631253
In Service,6514,CHICAGO,SB,Wentworth & 45th Street,45TH STREET,"24,43",,WENTWORTH,NS,358345.37367037724,571533.3668664094,41.81266,-87.631151
In Service,6515,CHICAGO,SB,Wentworth & 46th Street,46TH STREET,"24,43",,WENTWORTH,NS,358317.42095709883,571364.3042047693,41.81114,-87.631504
In Service,6516,CHICAGO,SB,Wells & 47th Street,47TH STREET,"15,24,51",,WELLS,FS,358222.8303504473,571102.1725315743,41.808787,-87.632668
In Service,6517,CHICAGO,SB,Wells & 48th Place,48TH PLACE,"15,24,51",,WELLS,NS,358230.8236670968,570814.8864336335,41.8062,-87.6326
In Service,6518,CHICAGO,SB,4900 S Wells,4900 SOUTH,"15,24,51",,WELLS,MB,358227.81880751246,570663.5777101566,41.804838,-87.632651
In Service,6519,CHICAGO,SB,Wells & 50th Street,50TH STREET,"15,24,51",,WELLS,NS,358252.465551954,570555.924818438,41.803867,-87.632365
In Service,6520,CHICAGO,SB,Wells & 51st Street,51ST STREET,24,,WELLS,FS,358280.0217317775,570305.6754469386,41.801612,-87.632058
In Service,6521,CHICAGO,SB,Wells & 52nd Street,52ND STREET,24,,WELLS,NS,358285.1377910971,570147.2131919784,41.800185,-87.632012
In Service,6522,CHICAGO,SB,Wells & 53rd Street,53RD STREET,24,,WELLS,NS,358292.1333096271,569941.7816138623,41.798335,-87.631948
In Service,6523,CHICAGO,SB,5400 S Wells,5400 SOUTH,24,,WELLS,MB,358299.41429164197,569711.5827300998,41.796262,-87.631883
In Service,6524,CHICAGO,EB,Garfield Red Line Station,RED LINE STATION,"24,55",N55,GARFIELD,MB,358371.09433939273,569473.6901977473,41.794115,-87.631044
In Service,6525,CHICAGO,NB,Wentworth & Grand Blvd Shopping Ctr (5440 S),WALGREENS,24,,GRAND BLVD.S.C,MB,358518.6443652102,569614.6293646768,41.795373,-87.629255
In Service,6526,CHICAGO,NB,Wentworth & Grand Blvd Shopping Ctr (5400 S),south of TRAK AUTO,24,,GRAND BLVD.S.C,MB,358507.7292794987,569729.5025437255,41.796408,-87.629375
In Service,6528,CHICAGO,SB,Wells & Garfield,GARFIELD (south leg),"24,59",,WELLS,FS,358301.5718852997,569457.3499549627,41.793973,-87.631882
In Service,6529,CHICAGO,SB,5600 S Wells,5600 SOUTH,"24,59",,WELLS,MB,358308.5848339981,569300.7916604002,41.792563,-87.631813
In Service,6530,CHICAGO,SB,Wells & 57th Street,57TH STREET,"24,59",,WELLS,NS,358312.5554596309,569129.9910054103,41.791025,-87.631782
In Service,6531,CHICAGO,SB,Wells & 58th Street,58TH STREET,"24,59",,WELLS,NS,358314.549753301,568905.9694582797,41.789008,-87.63178
In Service,6532,CHICAGO,SB,Wells & 59th Street,59TH STREET,24,,WELLS,NS,358299.3567807581,568730.3474184797,41.787428,-87.63198
In Service,6533,CHICAGO,SB,Yale & 60th Street,60TH STREET,24,,YALE,NS,358304.5196863422,568525.4567087429,41.785583,-87.631938
In Service,6534,CHICAGO,SB,Yale & 61st Street,61ST STREET,24,,YALE,NS,358304.32440320397,568325.1874906057,41.78378,-87.63196
In Service,6535,CHICAGO,SB,Yale & 63rd Street,63RD STREET,24,,YALE,NS,358316.38917123,567916.3091743962,41.780098,-87.631855
In Service,6536,CHICAGO,SB,Wells & 64th Street,64TH STREET,24,,WELLS,FS,358361.7473142315,567706.8594627179,41.778209,-87.63133
In Service,6537,CHICAGO,SB,Wells & 65th Street,65TH STREET/ROSS,24,,WELLS,NS,358452.65648428013,567539.8795780784,41.776699,-87.630253
In Service,6538,CHICAGO,SB,Wentworth & 66th Street,66TH STREET,24,,WENTWORTH,NS,358468.8614081056,567317.1965612251,41.774693,-87.63008
In Service,6540,CHICAGO,SB,6800 S Wentworth,6800 SOUTH,24,,WENTWORTH,MB,358481.27825709654,566886.77341213,41.770817,-87.629973
