status,stop_id,city,direction,name,cross,routes,owl_routes,street,position,x,y,latitude,longitude
In Service,1,CHICAGO,NEB,Jackson & Austin Terminal,AUSTIN,126,,JACKSON,TERM,346421.023888738,578517.0053927813,41.876322,-87.774105
In Service,2,CHICAGO,EB,5900 W Jackson,MAYFIELD (EXTENDED),126,,JACKSON,MB,346651.8291636041,578601.2626770721,41.877067,-87.771318
In Service,3,CHICAGO,EB,Jackson & Menard,MENARD,126,,JACKSON,NT,346782.06656523544,578589.8985857526,41.876957,-87.76975
In Service,4,CHICAGO,EB,5700 W Jackson,5700 WEST,126,,JACKSON,MB,346972.85415637697,578598.5958416582,41.877024,-87.767451
In Service,6,CHICAGO,EB,Jackson & Lotus,LOTUS,126,,JACKSON,FS,347471.69818233594,578545.1436066492,41.876513,-87.761446
In Service,7,CHICAGO,EB,5351 W Jackson,5351 WEST,126,,JACKSON,MB,347680.93522782763,578550.872705389,41.876552,-87.758925
In Service,8,CHICAGO,EB,Jackson & Lockwood,LOCKWOOD,126,,JACKSON,FS,347814.7369361287,578553.1023018057,41.876564,-87.757313
In Service,9,CHICAGO,EB,Jackson & Laramie,LARAMIE,126,,JACKSON,FS,348038.67221278965,578558.0519805542,41.876595,-87.754615
In Service,10,CHICAGO,EB,Jackson & Leamington,LEAMINGTON,126,,JACKSON,FS,348158.7630216314,578562.3060088184,41.876626,-87.753168
In Service,11,CHICAGO,EB,5047 W Jackson,5047 WEST,126,,JACKSON,MB,348315.2161636259,578566.1421170444,41.876651,-87.751283
In Service,12,CHICAGO,EB,Jackson & Lavergne,LAVERGNE,126,,JACKSON,FS,348494.455220201,578564.0276573597,41.876621,-87.749124
In Service,13,CHICAGO,EB,4849 W Jackson,4849 WEST,126,,JACKSON,MB,348669.3036255988,578572.7729562199,41.876689,-87.747017
In Service,14,CHICAGO,EB,Jackson & Cicero,CICERO,126,,JACKSON,FS,348850.70479687676,578582.2339231236,41.876763,-87.744831
In Service,15,CHICAGO,EB,Jackson & Kilpatrick,KILPATRICK,126,,JACKSON,FS,349040.0797485233,578590.9768784712,41.87683,-87.742549
In Service,16,CHICAGO,EB,Jackson & Kenton,KENTON,126,,JACKSON,NT,349203.10587968305,578592.5451898387,41.876834,-87.740585
In Service,17,CHICAGO,EB,Jackson & Kolmar,KOLMAR,126,,JACKSON,FS,349305.8530389886,578595.8102208269,41.876857,-87.739347
In Service,18,CHICAGO,EB,Jackson & Kilbourn,KILBOURN,126,,JACKSON,FS,349449.68480762216,578600.0282195475,41.876886,-87.737614
In Service,19,CHICAGO,EB,Jackson & Kostner,KOSTNER,126,,JACKSON,FS,349653.4487018134,578604.6665612721,41.876915,-87.735159
In Service,20,CHICAGO,EB,Jackson & Kildare,KILDARE,126,,JACKSON,FS,349861.7034381414,578608.1203456766,41.876933,-87.73265
In Service,21,CHICAGO,EB,Jackson & Keeler,KEELER,126,,JACKSON,FS,350065.0511936226,578612.8786273986,41.876963,-87.7302
In Service,22,CHICAGO,EB,Jackson & Karlov,KARLOV,126,,JACKSON,FS,350263.5733016382,578619.1637104566,41.877007,-87.727808
In Service,23,CHICAGO,EB,Jackson & Pulaski,PULASKI,126,,JACKSON,FS,350469.3255411184,578624.2837258409,41.87704,-87.725329
In Service,24,CHICAGO,EB,Jackson & Springfield,SPRINGFIELD,126,,JACKSON,FS,350666.44785748975,578628.904011514,41.877069,-87.722954
In Service,25,CHICAGO,EB,Jackson & Hamlin,HAMLIN,126,,JACKSON,NS,350842.99738540663,578631.4946431144,41.877081,-87.720827
In Service,26,CHICAGO,EB,Jackson & Central Park,CENTRAL PARK,126,,JACKSON,FS,351287.0439382053,578641.4529210614,41.877142,-87.715477
In Service,27,CHICAGO,EB,Jackson & St. Louis,ST. LOUIS,126,,JACKSON,FS,351472.6194243919,578647.1231579686,41.877181,-87.713241
In Service,29,CHICAGO,EB,Jackson & Spaulding,SPAULDING,126,,JACKSON,FS,351884.6324572781,578655.6655194182,41.877231,-87.708277
In Service,30,CHICAGO,EB,Jackson & Kedzie,KEDZIE,126,,JACKSON,FS,352092.3802983312,578660.1805215777,41.877258,-87.705774
In Service,31,CHICAGO,EB,Jackson & Albany,ALBANY,126,,JACKSON,FS,352295.8091014344,578665.0031049051,41.877288,-87.703323
In Service,32,CHICAGO,EB,Jackson & Sacramento,SACRAMENTO,126,,JACKSON,FS,352499.65276577714,578669.8345576014,41.877318,-87.700867
In Service,33,CHICAGO,EB,Jackson & Francisco,FRANCISCO,126,,JACKSON,FS,352703.5792582415,578674.6724590441,41.877348,-87.69841
In Service,34,CHICAGO,EB,Jackson & California,CALIFORNIA,126,,JACKSON,FS,352907.34532815387,578678.737484837,41.877371,-87.695955
In Service,35,CHICAGO,EB,Jackson & Washtenaw,WASHTENAW,126,,JACKSON,FS,353106.7076931526,578683.3308892311,41.877399,-87.693553
In Service,36,CHICAGO,EB,2609 W Jackson,2609 WEST alley,126,,JACKSON,NS,353263.987293357,578687.2819019952,41.877424,-87.691658
In Service,38,CHICAGO,EB,Jackson & Western,WESTERN,126,,JACKSON,FS,353725.88202779595,578696.7482106196,41.877478,-87.686093
In Service,39,CHICAGO,EB,Jackson & Oakley,OAKLEY,126,,JACKSON,FS,353928.48946427315,578700.278344198,41.877496,-87.683652
In Service,40,CHICAGO,EB,Jackson & Leavitt,LEAVITT,126,,JACKSON,FS,354126.0910042878,578707.1084688577,41.877544,-87.681271
In Service,41,CHICAGO,EB,Jackson & Hoyne,HOYNE,126,,JACKSON,FS,354336.64235338743,578692.1609830199,41.877395,-87.678736
In Service,42,CHICAGO,EB,Jackson & Damen,DAMEN,126,,JACKSON,NS,354507.9490552935,578696.3575405012,41.877421,-87.676672
In Service,44,CHICAGO,SB,Damen & Congress,CONGRESS,"50,126",,DAMEN,NS,354512.38024478324,578442.6951946071,41.875137,-87.676642
In Service,48,CHICAGO,EB,Harrison & Wood,WOOD,126,,HARRISON,FS,354953.9264484631,578326.3477335101,41.874059,-87.671334
In Service,49,CHICAGO,EB,Harrison & Paulina,PAULINA,126,,HARRISON,NS,355128.47503038,578331.139442666,41.87409,-87.669231
In Service,50,CHICAGO,NB,Ashland & Congress,CONGRESS,"9,126",N9,ASHLAND,NS,355359.9664335642,578443.6766702811,41.875087,-87.666432
In Service,51,CHICAGO,NB,Ashland & Van Buren,VAN BUREN,"9,126",N9,ASHLAND,FS,355351.81236005994,578606.3391221322,41.876552,-87.666515
In Service,52,CHICAGO,EB,Malcolm X College,1900 W.(MALCOLM X COLL.),126,,JACKSON,MB,354727.738315341,578700.152959629,41.87744,-87.674024
In Service,53,CHICAGO,EB,Jackson & Ogden,OGDEN,126,,JACKSON,NS,354975.6431946586,578707.2821795301,41.877487,-87.671037
In Service,54,CHICAGO,EB,Jackson & Paulina,PAULINA,126,,JACKSON,FS,355145.52882805304,578712.7049438783,41.877524,-87.66899
In Service,55,CHICAGO,EB,Jackson & Ashland,ASHLAND,126,,JACKSON,NS,355319.73586085683,578717.4988631881,41.877555,-87.666891
In Service,56,CHICAGO,EB,Jackson & Laflin,LAFLIN,126,,JACKSON,FS,355554.0369996115,578723.2096986041,41.87759,-87.664068
In Service,57,CHICAGO,EB,Jackson & Loomis,LOOMIS,126,,JACKSON,FS,355754.54587131407,578729.663388842,41.877634,-87.661652
In Service,59,CHICAGO,EB,Jackson & Racine,RACINE,126,,JACKSON,FS,356158.96001127333,578743.3920185901,41.877729,-87.656779
In Service,60,CHICAGO,EB,Jackson & Aberdeen,ABERDEEN,126,,JACKSON,FS,356361.5625899507,578747.4356433154,41.877751,-87.654338
In Service,61,CHICAGO,EB,Jackson & Morgan,MORGAN,126,,JACKSON,FS,356580.5705732474,578755.3918896676,41.877807,-87.651699
In Service,62,CHICAGO,EB,Jackson & Sangamon,SANGAMON,126,,JACKSON,FS,356673.8526217866,578758.4659425385,41.877828,-87.650575
In Service,63,CHICAGO,EB,Jackson & Peoria,PEORIA,126,,JACKSON,FS,356766.30542061134,578761.4235343838,41.877848,-87.649461
In Service,64,CHICAGO,EB,Jackson & Halsted,HALSTED,126,,JACKSON,FS,356973.2890860924,578767.7410004084,41.87789,-87.646967
In Service,65,CHICAGO,EB,Jackson & Desplaines,DESPLAINES,126,,JACKSON,FS,357240.20837366115,578773.9904127358,41.877927,-87.643751
In Service,67,CHICAGO,EB,Jackson & Canal,CANAL,"121,123",,JACKSON,NS,357570.1004256339,578784.423950965,41.877997,-87.639776
In Service,68,CHICAGO,EB,Jackson & Franklin,FRANKLIN,"1,7,X28,126,129,130,151,156",&lt;Null&gt;,JACKSON,NS,357933.2091783843,578793.3655964939,41.878051,-87.635401
In Service,69,CHICAGO,EB,Jackson & Financial Place,FINANCIAL PLACE,"1,7,X28,126,129,130,132,151",&lt;Null&gt;,JACKSON,NS,358143.43965543807,578798.410574937,41.878081,-87.632868
In Service,70,CHICAGO,EB,Jackson & Dearborn,DEARBORN,"1,7,X28,126,129,130,151",N151,JACKSON,NS,358425.7111776155,578805.1629782921,41.878121,-87.629467
In Service,71,CHICAGO,EB,Jackson & State,STATE,"1,7,X28,126,129,130",,JACKSON,NS,358555.84835227195,578808.4529668449,41.878141,-87.627899
In Service,72,CHICAGO,EB,Jackson & Wabash,WABASH,"1,7,X28,126,129",,JACKSON,FS,358734.003607594,578817.361654021,41.878208,-87.625752
In Service,73,CHICAGO,SB,Michigan & Van Buren/Congress,betw. VAN BUREN & CONGRES,"1,3,4,7,14,26,X28,126,129,132,143,147,148",N4,MICHIGAN,MB,358848.3384257171,578603.1497344116,41.876271,-87.624396
In Service,74,CHICAGO,NEB,Congress Plaza & Michigan,MICHIGAN,"7,126,132,143,147",,CONGRESS PLAZA,FS,358919.77945809276,578446.7889071418,41.874858,-87.623551
In Service,75,CHICAGO,NB,Michigan & Van Buren,VAN BUREN,"1,7,X28,126,129",,MICHIGAN,NS,358867.54418562114,578649.8495078726,41.87669,-87.62416
In Service,76,CHICAGO,NB,Michigan & Jackson,JACKSON,"3,4,6,14,26,143",N4,MICHIGAN,NS,358863.4788041399,578810.3216800941,41.878135,-87.624193
In Service,77,CHICAGO,WB,Adams & Wabash,WABASH,"1,7,X28,126,129,151",N151,ADAMS,NS,358721.795116,578969.102779746,41.879575,-87.625884
In Service,80,CHICAGO,WB,Adams & Wells,WELLS,"1,7,X28,126,129,130,134,135,136,151,156",N151,ADAMS,FS,358046.2659497424,578947.0159741455,41.879426,-87.634024
In Service,84,CHICAGO,WB,Van Buren & Canal,CANAL,11,,VAN BUREN,NS,357604.02208219195,578654.7388905796,41.876827,-87.63938
In Service,86,CHICAGO,WB,Van Buren & Jefferson,JEFFERSON,"125,126",,VAN BUREN,NS,357360.1026177519,578647.3281492256,41.876778,-87.642319
In Service,87,CHICAGO,WB,Van Buren & Desplaines,DESPLAINES,126,,VAN BUREN,NS,357238.6765105182,578644.3521953264,41.87676,-87.643782
In Service,88,CHICAGO,WB,Van Buren & Halsted,HALSTED,126,,VAN BUREN,NS,356967.5992459279,578638.4029086145,41.876726,-87.647048
In Service,89,CHICAGO,WB,Van Buren & Peoria,PEORIA,126,,VAN BUREN,NS,356772.3178731372,578631.9567655071,41.876682,-87.649401
In Service,90,CHICAGO,WB,Van Buren & Sangamon,SANGAMON,126,,VAN BUREN,NS,356674.71417707816,578629.2913775139,41.876665,-87.650577
In Service,91,CHICAGO,WB,Van Buren & Morgan,MORGAN,126,,VAN BUREN,NS,356578.51364914206,578627.6381545612,41.876657,-87.651736
In Service,92,CHICAGO,WB,Van Buren & Aberdeen,ABERDEEN,126,,VAN BUREN,NS,356356.83138239983,578621.4381027886,41.876617,-87.654407
In Service,93,CHICAGO,WB,Van Buren & Racine,RACINE,126,,VAN BUREN,NS,356157.8942585579,578615.3131265694,41.876576,-87.656804
In Service,94,CHICAGO,WB,Van Buren & Throop,THROOP,126,,VAN BUREN,NS,355949.00101032015,578608.4490631567,41.876529,-87.659321
In Service,96,CHICAGO,WB,Van Buren & Laflin,LAFLIN,126,,VAN BUREN,NS,355552.3706368436,578596.237165841,41.876447,-87.6641
In Service,97,CHICAGO,WB,Van Buren & Ashland,ASHLAND,126,,VAN BUREN,NS,355355.5881714755,578590.4846403736,41.876409,-87.666471
In Service,99,CHICAGO,WB,Van Buren & Ogden,OGDEN,126,,VAN BUREN,NS,354906.9906822959,578578.1272767333,41.876329,-87.671876
In Service,100,CHICAGO,WB,Malcolm X College,1900 W.(MALCOLM X COLL.),126,,VAN BUREN,MB,354726.021129723,578567.071338444,41.876242,-87.674057
In Service,101,CHICAGO,WB,Van Buren & Damen,DAMEN,126,,VAN BUREN,NS,354558.7584166992,578565.5663672709,41.87624,-87.676072
Temp out,103,CHICAGO,WB,Harrison & Paulina,PAULINA,126,,HARRISON,NT,355150.03811150306,578344.6353774507,41.87421,-87.66897
In Service,107,CHICAGO,WB,Harrison & Ogden,OGDEN,"7,126",,HARRISON,NS,354687.13664645236,578333.514336518,41.874142,-87.674547
In Service,108,CHICAGO,WB,Harrison & Damen,DAMEN,"7,126",,HARRISON,NS,354539.90079020854,578328.7203042591,41.874109,-87.676321
In Service,111,CHICAGO,NB,Damen & Jackson,JACKSON,50,,DAMEN,NS,354534.60485976154,578695.2286269625,41.877409,-87.676351
In Service,118,CHICAGO,WB,Jackson & Rockwell,ROCKWELL,126,,JACKSON,NS,353320.9016188303,578702.7027806441,41.877559,-87.690971
In Service,119,CHICAGO,WB,Jackson & Washtenaw,WASHTENAW,126,,JACKSON,FS,353066.84257001657,578697.0292939618,41.877525,-87.694032
In Service,120,CHICAGO,WB,Jackson & California,CALIFORNIA,126,,JACKSON,FS,352863.41401500057,578692.295751153,41.877496,-87.696483
In Service,121,CHICAGO,WB,Jackson & Francisco,FRANCISCO,126,,JACKSON,FS,352672.846600654,578688.3295455903,41.877473,-87.698779
In Service,122,CHICAGO,WB,Jackson & Sacramento,SACRAMENTO,126,,JACKSON,FS,352460.7857057792,578683.432614549,41.877443,-87.701334
In Service,123,CHICAGO,WB,Jackson & Albany,ALBANY,126,,JACKSON,FS,352257.525923269,578678.2733258983,41.87741,-87.703783
In Service,124,CHICAGO,WB,Jackson & Kedzie,KEDZIE,126,,JACKSON,FS,352050.43296272424,578675.0911804085,41.877395,-87.706278
In Service,125,CHICAGO,WB,Jackson & Spaulding,SPAULDING,126,,JACKSON,FT,351861.60978379165,578670.9372798768,41.87737,-87.708553
In Service,126,CHICAGO,WB,Jackson & Homan,HOMAN,126,,JACKSON,FS,351648.79067179596,578667.502983661,41.877353,-87.711117
In Service,127,CHICAGO,WB,Jackson & St. Louis,ST. LOUIS,126,,JACKSON,FS,351438.0707196207,578660.7579636173,41.877306,-87.713656
In Service,128,CHICAGO,SB,Central Park & Jackson,JACKSON,126,,CENTRAL PARK,FS,351254.52151872066,578627.3345520189,41.877017,-87.71587
In Service,129,CHICAGO,WB,Jackson & Hamlin,HAMLIN,126,,JACKSON,FS,350824.54950924974,578645.8026978214,41.877211,-87.721048
In Service,130,CHICAGO,WB,Jackson & Springfield,SPRINGFIELD,126,,JACKSON,FS,350635.57356136356,578639.680881194,41.877168,-87.723325
In Service,131,CHICAGO,WB,Jackson & Pulaski,PULASKI,126,,JACKSON,FS,350430.5673128362,578634.7834855248,41.877137,-87.725795
In Service,132,CHICAGO,WB,Jackson & Karlov,KARLOV,126,,JACKSON,FS,350231.2868914519,578630.1545089612,41.877108,-87.728196
In Service,133,CHICAGO,WB,Jackson & Keeler,KEELER,126,,JACKSON,FS,350027.6914198635,578625.2786598927,41.877077,-87.730649
In Service,134,CHICAGO,WB,Jackson & Kildare,KILDARE,126,,JACKSON,FS,349823.72644416516,578625.7376113546,41.877094,-87.733106
In Service,135,CHICAGO,WB,Jackson & Kostner,KOSTNER,126,,JACKSON,FS,349620.4145873743,578615.8770510384,41.877018,-87.735556
In Service,136,CHICAGO,WB,Jackson & Kilbourn,KILBOURN,126,,JACKSON,FS,349418.3127191919,578611.0290292252,41.876987,-87.737991
In Service,137,CHICAGO,WB,Jackson & Kolmar,KOLMAR,126,,JACKSON,MT,349298.4668052809,578607.5329619963,41.876963,-87.739435
In Service,138,CHICAGO,WB,Jackson & Kenton,KENTON,126,,JACKSON,FS,349193.7914423743,578607.0315724671,41.876965,-87.740696
In Service,139,CHICAGO,WB,Jackson & Kilpatrick,KILPATRICK,126,,JACKSON,FS,349018.58936404856,578601.6031679233,41.876927,-87.742807
In Service,140,CHICAGO,WB,Jackson & Cicero,CICERO,126,,JACKSON,FS,348801.8225632794,578592.5620239298,41.876859,-87.745419
In Service,141,CHICAGO,WB,4900 W Jackson,4900 WEST,126,,JACKSON,MB,348659.07640443824,578587.3648596683,41.876821,-87.747139
In Service,142,CHICAGO,WB,Jackson & Lavergne,LAVERGNE,126,,JACKSON,FS,348476.3869754786,578584.2312195192,41.876804,-87.74934
In Service,143,CHICAGO,WB,5056 W Jackson,5056 WEST,126,,JACKSON,MB,348287.82641657157,578577.7302553154,41.876757,-87.751612
In Service,144,CHICAGO,WB,Jackson & Leamington,LEAMINGTON,126,,JACKSON,FS,348128.22143760236,578573.5402312492,41.876729,-87.753535
In Service,145,CHICAGO,WB,Jackson & Laramie,LARAMIE,126,,JACKSON,FS,347986.6905712715,578572.6966372837,41.87673,-87.75524
In Service,146,CHICAGO,WB,Jackson & Lockwood,LOCKWOOD,126,,JACKSON,FS,347771.8200980346,578565.3657391665,41.876677,-87.757829
In Service,147,CHICAGO,WB,5400 W Jackson,5400 WEST,126,,JACKSON,MB,347618.3573771925,578561.2283318837,41.876649,-87.759678
In Service,148,CHICAGO,WB,Jackson & Lotus,LOTUS,126,,JACKSON,FS,347463.40702526143,578556.0846589264,41.876612,-87.761545
In Service,149,CHICAGO,WB,Jackson & Central,CENTRAL,126,,JACKSON,NS,347209.986422521,578553.5123187439,41.876604,-87.764598
In Service,150,CHICAGO,WB,5700 W Jackson,5700 WEST,126,,JACKSON,MB,346926.096591456,578614.5044534017,41.87717,-87.768013
In Service,151,CHICAGO,WB,Jackson & Menard,MENARD,126,,JACKSON,FS,346782.3700218651,578606.8948245007,41.87711,-87.769745
In Service,152,CHICAGO,WB,Jackson & Mayfield,MAYFIELD,126,,JACKSON,MB,346652.94992025464,578620.2635804876,41.877238,-87.771303
In Service,153,CHICAGO,NB,Harrison & Central Terminal,CENTRAL,7,,HARRISON,TERM,347196.1032271498,578117.9009362021,41.872683,-87.7648
In Service,154,CHICAGO,EB,Harrison & Lotus,LOTUS,7,,HARRISON,NS,347457.17678274965,578132.9637563932,41.872803,-87.761654
In Service,155,CHICAGO,EB,5400 W Harrison,5400 WEST,7,,HARRISON,MB,347646.9576175012,578145.0043885048,41.8729,-87.759367
In Service,156,CHICAGO,EB,Harrison & Lockwood,LOCKWOOD,7,,HARRISON,NS,347800.31766359217,578141.0332089474,41.872855,-87.75752
In Service,157,CHICAGO,EB,Harrison & Laramie,LARAMIE,7,,HARRISON,FS,348051.74572737527,578145.8343620887,41.872883,-87.754491
In Service,158,CHICAGO,EB,Harrison & Leamington,LEAMINGTON,7,,HARRISON,FT,348160.15430212073,578147.6769868319,41.872893,-87.753185
In Service,159,CHICAGO,EB,Harrison & Lavergne,LAVERGNE,7,,HARRISON,NS,348490.2179432027,578162.022514024,41.873002,-87.749208
In Service,160,CHICAGO,EB,Harrison & Cicero,CICERO,7,,HARRISON,NS,348827.3716515188,578171.3225300153,41.873065,-87.745146
In Service,161,CHICAGO,EB,Harrison & Kilpatrick,KILPATRICK,7,,HARRISON,NS,349033.63452508755,578176.5154441237,41.873099,-87.742661
In Service,162,CHICAGO,EB,4630 W Harrison,4630 WEST,7,,HARRISON,MB,349180.3266504193,578188.5227335581,41.873198,-87.740893
In Service,163,CHICAGO,EB,Harrison & Kolmar,KOLMAR (east leg),7,,HARRISON,NS,349296.95518261305,578190.1061831873,41.873205,-87.739488
In Service,164,CHICAGO,EB,Harrison & Kilbourn,KILBOURN (west leg),7,,HARRISON,NS,349424.7897373536,578191.8803366926,41.873213,-87.737948
In Service,165,CHICAGO,EB,Harrison & Kostner,KOSTNER,7,,HARRISON,NS,349627.91245881445,578254.494001418,41.873764,-87.735496
In Service,166,CHICAGO,SB,Kostner & Lexington,LEXINGTON,7,,KOSTNER,NS,349652.2272814852,578017.5201921861,41.871629,-87.735223
In Service,167,CHICAGO,NEB,Fifth Avenue & Kostner,KOSTNER,7,,FIFTH AVENUE,FS,349675.78211612813,577865.9571771905,41.870263,-87.734952
In Service,168,CHICAGO,NEB,Fifth Avenue & Kildare,KILDARE,7,,FIFTH AVENUE,NS,349862.15893429646,577938.0130329406,41.8709,-87.732701
In Service,169,CHICAGO,NEB,Fifth Avenue & Keeler,KEELER,7,,FIFTH AVENUE,NS,350077.3723075133,578017.2740952966,41.8716,-87.730102
In Service,170,CHICAGO,NEB,Fifth Avenue & Karlov,KARLOV,7,,FIFTH AVENUE,NS,350284.28186317254,578096.1499159969,41.872297,-87.727603
In Service,171,CHICAGO,NEB,Fifth Avenue & Pulaski,PULASKI,7,,FIFTH AVENUE,NS,350452.4973494555,578163.761389462,41.872895,-87.725571
In Service,172,CHICAGO,EB,Harrison & Springfield,SPRINGFIELD,7,,HARRISON,NS,350658.29005051043,578223.4244470346,41.873419,-87.723087
In Service,174,CHICAGO,EB,Harrison & Independence,INDEPENDENCE,7,,HARRISON,FS,350950.6323814267,578229.7296950603,41.873457,-87.719565
In Service,175,CHICAGO,EB,Harrison & Lawndale,LAWNDALE,7,,HARRISON,NS,351062.6075839075,578231.8641571848,41.873469,-87.718216
In Service,177,CHICAGO,EB,Harrison & St. Louis,ST. LOUIS,7,,HARRISON,NS,351468.4011132955,578242.7811234305,41.873541,-87.713327
In Service,178,CHICAGO,EB,Harrison & Homan,HOMAN,7,,HARRISON,NS,351671.51394435414,578247.0280251404,41.873566,-87.71088
In Service,179,CHICAGO,EB,Harrison & Spaulding,SPAULDING,7,,HARRISON,NS,351872.2933690015,578252.4855536096,41.873602,-87.708461
In Service,181,CHICAGO,EB,Harrison & Albany,ALBANY,7,,HARRISON,NS,352282.9179093002,578261.0404656873,41.873652,-87.703514
In Service,182,CHICAGO,EB,Harrison & Sacramento,SACRAMENTO,7,,HARRISON,NS,352487.51370960043,578266.7654953371,41.87369,-87.701049
In Service,183,CHICAGO,EB,Harrison & Francisco,FRANCISCO,7,,HARRISON,NS,352685.72714426264,578271.1163103738,41.873716,-87.698661
In Service,185,CHICAGO,EB,Harrison & Washtenaw,WASHTENAW,7,,HARRISON,NS,353090.9636775696,578278.4561528284,41.873755,-87.693779
In Service,186,CHICAGO,EB,Harrison & Maplewood,MAPLEWOOD (east leg),7,,HARRISON,NS,353346.1201458391,578283.6941625841,41.873785,-87.690705
In Service,187,CHICAGO,EB,Harrison & Campbell,CAMPBELL,7,,HARRISON,NS,353504.49269828794,578286.9920679169,41.873804,-87.688797
In Service,188,CHICAGO,EB,Harrison & Western,WESTERN,7,,HARRISON,NS,353702.79429343273,578290.5943271267,41.873823,-87.686408
In Service,189,CHICAGO,EB,Harrison & Oakley,OAKLEY,7,,HARRISON,NS,353909.8615161828,578298.7114316137,41.873882,-87.683913
In Service,190,CHICAGO,EB,Harrison & Leavitt,LEAVITT,7,,HARRISON,NS,354114.38028481405,578303.4829474745,41.873911,-87.681449
In Service,191,CHICAGO,EB,Harrison & Hoyne,HOYNE,7,,HARRISON,NS,354318.47534931364,578309.3678604882,41.87395,-87.67899
In Service,192,CHICAGO,EB,Harrison & Damen,DAMEN,7,,HARRISON,NS,354517.520008495,578313.4427741574,41.873973,-87.676592
In Service,193,CHICAGO,EB,Harrison & Ashland,ASHLAND,7,,HARRISON,NS,355330.76252928324,578334.4846509697,41.874106,-87.666794
In Service,194,CHICAGO,EB,Harrison & Laflin,LAFLIN,7,,HARRISON,MB,355541.76624019863,578337.9035435225,41.874122,-87.664252
In Service,195,CHICAGO,EB,Harrison & Loomis,LOOMIS,7,,HARRISON,NS,355734.8391833614,578341.188405347,41.874138,-87.661926
In Service,196,CHICAGO,EB,1335 W Harrison,1335  WEST,7,,HARRISON,NS,355880.10737083456,578342.7705154128,41.874142,-87.660176
In Service,197,CHICAGO,EB,1231 W Harrison,1231 WEST,7,,HARRISON,MB,356026.5534397152,578342.3654854882,41.874128,-87.658412
In Service,198,CHICAGO,EB,Harrison & Racine,RACINE,7,,HARRISON,NS,356129.84875833895,578350.1762430061,41.874191,-87.657167
In Service,199,CHICAGO,EB,1100 W Harrison,1100 WEST,"7,60",N60,HARRISON,MB,356363.74234633916,578356.4656661974,41.874231,-87.654349
In Service,200,CHICAGO,EB,Harrison & Morgan,MORGAN,"7,60",N60,HARRISON,NT,356563.83909943287,578363.8273027443,41.874283,-87.651938
In Service,201,CHICAGO,EB,900 W Harrison,900 WEST,"7,60",N60,HARRISON,MB,356796.7200265851,578372.1222802247,41.874341,-87.649132
In Service,202,CHICAGO,NB,Halsted & Harrison,HARRISON,8,,HALSTED,FS,356970.02176237747,578418.4916423237,41.874746,-87.64704
In Service,203,CHICAGO,NB,Halsted & Van Buren,VAN BUREN,8,,HALSTED,NS,356962.02880008944,578618.6979006038,41.876549,-87.647117
In Service,204,CHICAGO,NB,Halsted & Jackson,JACKSON,8,,HALSTED,NS,356956.90509301575,578761.1675792655,41.877832,-87.647165
In Service,205,CHICAGO,SB,UIC-Halsted Blue Line Station,BLUE LINE (FOREST PARK),8,,HALSTED,MB,356951.58786216594,578502.0956231792,41.8755,-87.647254
In Service,206,CHICAGO,WB,Harrison & Halsted,HALSTED,"7,60",N60,HARRISON,FS,356911.3540951175,578384.1445963018,41.874441,-87.64775
In Service,207,CHICAGO,WB,900 W Harrison,900 WEST,"7,60",N60,HARRISON,MB,356787.54865575035,578387.4887420846,41.87448,-87.649241
In Service,208,CHICAGO,WB,Harrison & Morgan,MORGAN,"7,60",N60,HARRISON,NS,356593.14963937993,578384.0537200449,41.874463,-87.651583
In Service,209,CHICAGO,WB,1100 W Harrison,1100 WEST,"7,60",N60,HARRISON,MB,356355.230725653,578372.5043421473,41.874376,-87.65445
In Service,210,CHICAGO,WB,Harrison & Racine,RACINE,7,,HARRISON,FS,356106.4837374359,578365.4317557892,41.87433,-87.657447
In Service,211,CHICAGO,WB,1232 W Harrison,1232 WEST,7,,HARRISON,MB,356024.39346302376,578363.6750525365,41.87432,-87.658436
In Service,212,CHICAGO,WB,1336 W Harrison,1336 WE ST,7,,HARRISON,MT,355878.0299740107,578364.1918425377,41.874335,-87.660199
In Service,213,CHICAGO,WB,Harrison & Loomis,LOOMIS,7,,HARRISON,NS,355761.1215143459,578356.1671111131,41.874271,-87.661608
In Service,214,CHICAGO,WB,Harrison & Laflin,LAFLIN,7,,HARRISON,MB,355550.9519218307,578352.303912935,41.874251,-87.66414
In Service,215,CHICAGO,WB,Harrison & Ashland,ASHLAND,7,,HARRISON,NS,355365.97909739,578353.6410666076,41.874276,-87.666368
In Service,216,CHICAGO,WB,Harrison & Hoyne,HOYNE,7,,HARRISON,NS,354340.06794193346,578319.1960557349,41.874037,-87.678729
In Service,217,CHICAGO,WB,Harrison & Leavitt,LEAVITT,7,,HARRISON,NS,354134.5526709354,578314.5215567967,41.874009,-87.681205
In Service,218,CHICAGO,WB,Harrison & Oakley,OAKLEY,7,,HARRISON,NS,353936.6685004472,578310.6882777706,41.873988,-87.683589
In Service,219,CHICAGO,WB,Harrison & Western,WESTERN,7,,HARRISON,NS,353736.13283471426,578306.1740489173,41.873961,-87.686005
In Service,220,CHICAGO,WB,Harrison & Campbell,CAMPBELL,7,,HARRISON,NS,353525.47948619706,578300.2565537926,41.873922,-87.688543
In Service,221,CHICAGO,WB,Harrison & Maplewood,MAPLEWOOD (west leg),7,,HARRISON,NS,353363.61238153523,578298.0427546515,41.873913,-87.690493
